id,name_zh,reason
486,冰鬼护（超级进化）,未匹配
498,暴飞龙（超级进化）,未匹配
502,巨金怪（超级进化）,未匹配
507,拉帝亚斯（超级进化）,未匹配
509,拉帝欧斯（超级进化）,未匹配
511,盖欧卡（原始回归）,未匹配
513,固拉多（原始回归）,未匹配
515,烈空坐（超级进化）,未匹配
517,代欧奇希斯（普通形态）,未匹配
518,代欧奇希斯（攻击形态）,未匹配
519,代欧奇希斯（防御形态）,未匹配
520,代欧奇希斯（速度形态）,未匹配
533,姆克鹰（超级进化）,未匹配
548,结草贵妇（草木外套）,未匹配
549,结草贵妇（砂土外套）,未匹配
550,结草贵妇（垃圾外套）,未匹配
566,长耳兔（超级进化）,未匹配
584,烈咬陆鲨（超级进化）,未匹配
585,烈咬陆鲨（超级进化Z）,未匹配
589,路卡利欧（超级进化）,未匹配
590,路卡利欧（超级进化Z）,未匹配
603,暴雪王（超级进化）,未匹配
619,艾路雷朵（超级进化）,未匹配
623,雪妖女（超级进化）,未匹配
625,洛托姆（加热洛托姆）,未匹配
626,洛托姆（清洗洛托姆）,未匹配
627,洛托姆（结冰洛托姆）,未匹配
628,洛托姆（旋转洛托姆）,未匹配
629,洛托姆（切割洛托姆）,未匹配
634,帝牙卢卡（起源形态）,未匹配
636,帕路奇亚（起源形态）,未匹配
638,席多蓝恩（超级进化）,未匹配
640,骑拉帝纳（别种形态）,未匹配
641,骑拉帝纳（起源形态）,未匹配
646,达克莱伊（超级进化）,未匹配
647,谢米（陆上形态）,未匹配
648,谢米（天空形态）,未匹配
657,炎武王（超级进化）,未匹配
661,大剑鬼（洗翠的样子）,未匹配
689,龙头地鼠（超级进化）,未匹配
691,差不多娃娃（超级进化）,未匹配
706,蜈蚣王（超级进化）,未匹配
711,裙儿小姐（洗翠的样子）,未匹配
712,野蛮鲈鱼（红色条纹）,未匹配
713,野蛮鲈鱼（蓝色条纹）,未匹配
714,野蛮鲈鱼（白色条纹）,未匹配
719,火红不倒翁（伽勒尔的样子）,未匹配
720,达摩狒狒（普通模式）,未匹配
721,达摩狒狒（达摩模式）,未匹配
722,达摩狒狒（伽勒尔的样子 普通模式）,未匹配
723,达摩狒狒（伽勒尔的样子 达摩模式）,未匹配
729,头巾混混（超级进化）,未匹配
732,哭哭面具（伽勒尔的样子）,未匹配
740,灰尘山（超极巨化）,未匹配
742,索罗亚（洗翠的样子）,未匹配
744,索罗亚克（洗翠的样子）,未匹配
765,轻飘飘（雄性）,未匹配
766,胖嘟嘟（雄性）,未匹配
778,麻麻鳗鱼王（超级进化）,未匹配
784,水晶灯火灵（超级进化）,未匹配
794,泥巴鱼（伽勒尔的样子）,未匹配
800,泥偶巨人（超级进化）,未匹配
806,勇士雄鹰（洗翠的样子）,未匹配
819,龙卷云（化身形态）,未匹配
820,龙卷云（灵兽形态）,未匹配
821,雷电云（化身形态）,未匹配
822,雷电云（灵兽形态）,未匹配
825,土地云（化身形态）,未匹配
826,土地云（灵兽形态）,未匹配
828,酋雷姆（暗黑）,未匹配
829,酋雷姆（焰白）,未匹配
830,凯路迪欧（通常的样子）,未匹配
831,凯路迪欧（觉悟的样子）,未匹配
832,美洛耶塔（歌声形态）,未匹配
833,美洛耶塔（舞步形态）,未匹配
838,布里卡隆（超级进化）,未匹配
842,妖火红狐（超级进化）,未匹配
846,甲贺忍蛙（牵绊变身）,未匹配
847,甲贺忍蛙（小智版）,未匹配
848,甲贺忍蛙（超级进化）,未匹配
858,火炎狮（雄性）,未匹配
859,火炎狮（超级进化）,未匹配
862,花叶蒂（永恒之花）,未匹配
863,花叶蒂（超级进化）,未匹配
871,超能妙喵（雄性）,未匹配
872,超能妙喵（雌性）,未匹配
873,超能妙喵（超级进化）,未匹配
876,坚盾剑怪（盾牌形态）,未匹配
877,坚盾剑怪（刀剑形态）,未匹配
884,乌贼王（超级进化）,未匹配
887,龟足巨铠（超级进化）,未匹配
890,毒藻龙（超级进化）,未匹配
901,摔角鹰人（超级进化）,未匹配
906,黏美儿（洗翠的样子）,未匹配
908,黏美龙（洗翠的样子）,未匹配
912,南瓜精（普通尺寸）,未匹配
913,南瓜精（小尺寸）,未匹配
914,南瓜精（大尺寸）,未匹配
915,南瓜精（特大尺寸）,未匹配
916,南瓜怪人（普通尺寸）,未匹配
917,南瓜怪人（小尺寸）,未匹配
918,南瓜怪人（大尺寸）,未匹配
919,南瓜怪人（特大尺寸）,未匹配
922,冰岩怪（洗翠的样子）,未匹配
927,基格尔德（50%形态）,未匹配
928,基格尔德（10%形态（群聚变形））,未匹配
929,基格尔德（50%形态（群聚变形））,未匹配
930,基格尔德（完全体形态）,未匹配
931,基格尔德（10%形态）,未匹配
932,基格尔德（超级进化）,未匹配
934,蒂安希（超级进化）,未匹配
936,胡帕（解放形态）,未匹配
941,狙射树枭（洗翠的样子）,未匹配
953,猫鼬探长（霸主）,未匹配
957,锹农炮虫（霸主）,未匹配
960,好胜毛蟹（超级进化）,未匹配
961,花舞鸟（热辣热辣风格）,未匹配
962,花舞鸟（啪滋啪滋风格）,未匹配
963,花舞鸟（呼拉呼拉风格）,未匹配
964,花舞鸟（轻盈轻盈风格）,未匹配
967,蝶结萌虻（霸主）,未匹配
969,岩狗狗（特殊个体）,未匹配
970,鬃岩狼人（白昼的样子）,未匹配
971,鬃岩狼人（黑夜的样子）,未匹配
972,鬃岩狼人（黄昏的样子）,未匹配
973,弱丁鱼（单独形态）,未匹配
974,弱丁鱼（鱼群的样子）,未匹配
981,滴蛛霸（霸主）,未匹配
984,兰螳花（霸主）,未匹配
989,焰后蜥（霸主）,未匹配
1000,具甲武者（超级进化）,未匹配
1006,小陨星（红色流星）,未匹配
1007,小陨星（橙色流星）,未匹配
1008,小陨星（黄色流星）,未匹配
1009,小陨星（绿色流星）,未匹配
1010,小陨星（蓝色流星）,未匹配
1011,小陨星（靛蓝色流星）,未匹配
1012,小陨星（紫色流星）,未匹配
1013,小陨星（红色核心）,未匹配
1014,小陨星（橙色核心）,未匹配
1015,小陨星（黄色核心）,未匹配
1016,小陨星（绿色核心）,未匹配
1017,小陨星（蓝色核心）,未匹配
1018,小陨星（靛蓝色核心）,未匹配
1019,小陨星（紫色核心）,未匹配
1023,托戈德玛尔（霸主）,未匹配
1024,谜拟丘（化形的样子）,未匹配
1025,谜拟丘（现形的样子）,未匹配
1026,谜拟丘（霸主 化形的样子）,未匹配
1027,谜拟丘（霸主 现形的样子）,未匹配
1030,老翁龙（超级进化）,未匹配
1035,杖尾鳞甲龙（霸主）,未匹配
1052,奈克洛兹玛（黄昏的样子）,未匹配
1053,奈克洛兹玛（拂晓之翼）,未匹配
1054,奈克洛兹玛（究极）,未匹配
1056,玛机雅娜（500年前之色）,未匹配
1057,玛机雅娜（超级进化）,未匹配
1058,玛机雅娜（500年前之色 超级进化）,未匹配
1065,捷拉奥拉（超级进化）,未匹配
1068,美录梅塔（超极巨化）,未匹配
1072,轰擂金刚猩（超极巨化）,未匹配
1076,闪焰王牌（超极巨化）,未匹配
1080,千面避役（超极巨化）,未匹配
1086,钢铠鸦（超极巨化）,未匹配
1090,以欧路普（超极巨化）,未匹配
1099,暴噬龟（超极巨化）,未匹配
1105,巨炭山（超极巨化）,未匹配
1108,苹裹龙（超极巨化）,未匹配
1110,丰蜜龙（超极巨化）,未匹配
1113,沙螺蟒（超极巨化）,未匹配
1115,古月鸟（一口吞）,未匹配
1116,古月鸟（大口吞）,未匹配
1120,颤弦蝾螈（高调的样子）,未匹配
1121,颤弦蝾螈（低调的样子）,未匹配
1122,颤弦蝾螈（高调的样子 超极巨化）,未匹配
1123,颤弦蝾螈（低调的样子 超极巨化）,未匹配
1126,焚焰蚣（超极巨化）,未匹配
1134,布莉姆温（超极巨化）,未匹配
1138,长毛巨魔（超极巨化）,未匹配
1147,霜奶仙（超极巨化）,未匹配
1149,列阵兵（超级进化）,未匹配
1154,冰砌鹅（结冻头）,未匹配
1155,冰砌鹅（解冻头）,未匹配
1156,爱管侍（雄性）,未匹配
1157,爱管侍（雌性）,未匹配
1158,莫鲁贝可（满腹花纹）,未匹配
1159,莫鲁贝可（空腹花纹）,未匹配
1162,大王铜象（超极巨化）,未匹配
1168,铝钢龙（超极巨化）,未匹配
1172,苍响（百战勇者）,未匹配
1173,苍响（剑之王）,未匹配
1174,藏玛然特（百战勇者）,未匹配
1175,藏玛然特（盾之王）,未匹配
1177,无极汰那（无极巨化）,未匹配
1179,武道熊师（一击流）,未匹配
1180,武道熊师（连击流）,未匹配
1181,武道熊师（一击流 超极巨化）,未匹配
1182,武道熊师（连击流 超极巨化）,未匹配
1184,萨戮德（老爹）,未匹配
1190,蕾冠王（白马形态）,未匹配
1191,蕾冠王（黑马形态）,未匹配
1195,月月熊（血月）,未匹配
1196,幽尾玄鱼（雄性）,未匹配
1197,幽尾玄鱼（雌性）,未匹配
1200,眷恋云（化身形态）,未匹配
1201,眷恋云（灵兽形态）,未匹配
1212,飘香豚（雄性）,未匹配
1213,飘香豚（雌性）,未匹配
1222,一家鼠（四只家庭）,未匹配
1223,一家鼠（三只家庭）,未匹配
1229,怒鹦哥（绿羽毛）,未匹配
1230,怒鹦哥（蓝羽毛）,未匹配
1231,怒鹦哥（黄羽毛）,未匹配
1232,怒鹦哥（白羽毛）,未匹配
1254,狠辣椒（超级进化）,未匹配
1266,海豚侠（零形态）,未匹配
1267,海豚侠（英雄形态）,未匹配
1274,晶光花（超级进化）,未匹配
1277,纏红鹤,未匹配
1282,米立龙（下垂形态）,未匹配
1283,米立龙（平挺形态）,未匹配
1284,米立龙（绷直形态）,未匹配
1285,米立龙（下垂形态 超级进化）,未匹配
1286,米立龙（平挺形态 超级进化）,未匹配
1287,米立龙（绷直形态 超级进化）,未匹配
1291,土龙节节（二节形态）,未匹配
1292,土龙节节（三节形态）,未匹配
1309,戟脊龙（超级进化）,未匹配
1311,索财灵（徘徊形态）,未匹配
1320,故勒顿（受限形态）,未匹配
1321,故勒顿（疾跑形态）,未匹配
1322,故勒顿（游泳形态）,未匹配
1323,故勒顿（滑翔形态）,未匹配
1325,密勒顿（节电模式）,未匹配
1326,密勒顿（驰驱模式）,未匹配
1327,密勒顿（浮水模式）,未匹配
1328,密勒顿（滑翔模式）,未匹配
1338,厄诡椪（水井面具）,未匹配
1339,厄诡椪（火灶面具）,未匹配
1340,厄诡椪（础石面具）,未匹配
1348,太乐巴戈斯（太晶形态）,未匹配
1349,太乐巴戈斯（星晶形态）,未匹配
